actor,instrument,objective,sector,climate_amount_usd_m
Italy / Local administration - Regions and autonomous provinces,grant,mitigation,agriculture_land_use,0.009650400000000002
Slovak Republic / Other ministries,grant,mitigation,agriculture_land_use,0.009569
Switzerland / Cantons and municipalities,grant,both,industry_mining,0.00954
Germany / Federal Ministry of Food and Agriculture,grant,mitigation,transport,0.009489200000000001
"United Kingdom / Department for Business, Innovation and Skills",grant,adaptation,waste,0.009392000000000001
Czechia / Ministry of Interior,grant,adaptation,education,0.0093016
Switzerland / Federal Office for the Environment,grant,both,agriculture_land_use,0.009085600000000001
Italy / Central administration,grant,adaptation,education,0.009085
Croatia / Ministry of Foreign and European Affairs,grant,both,education,0.0090284
Switzerland / Cantons and municipalities,grant,mitigation,finance_policy,0.0089948
International Labour Organisation / Regular Budget Supplementary Account,grant,adaptation,finance_policy,0.0089648
Japan / Prefectures,grant,adaptation,water,0.008899200000000001
Germany / Land Lower-Saxony,grant,mitigation,other,0.0088972
"Austria / FM of Education, Science and Research",grant,mitigation,health,0.008878800000000001
Italy / Local administration - Municipalities and metropolitan cities,grant,mitigation,agriculture_land_use,0.0088468
Norway / NORFUND,grant,mitigation,agriculture_land_use,0.008694
"Austria / Provincial governments, local communities",grant,adaptation,education,0.0086504
Germany / Land Schleswig-Holstein,grant,adaptation,water,0.0086504
Japan / Prefectures,grant,adaptation,education,0.0086376
Japan / Prefectures,grant,adaptation,finance_policy,0.0086376
Czechia / Czech Development Agency,grant,mitigation,buildings,0.008612400000000001
Germany / Land Baden-Württemberg,grant,both,other,0.008566
Italy / Local administration - Regions and autonomous provinces,grant,both,transport,0.008458
Estonia / Other Ministries,grant,both,other,0.0084362
Lithuania / Ministry of Foreign Affairs,grant,mitigation,finance_policy,0.0081824
International Labour Organisation / Regular Budget Supplementary Account,grant,adaptation,transport,0.0081408
Italy / Ministry of Foreign Affairs and International Cooperation,grant,adaptation,education,0.0081216
Germany / Land North Rhine-Westphalia,grant,both,agriculture_land_use,0.007988
Italy / Ministry of Foreign Affairs and International Cooperation,grant,mitigation,buildings,0.007785600000000001
Czechia / Ministry of Foreign Affairs,grant,mitigation,transport,0.007676800000000001
Qatar / Qatar University,grant,mitigation,industry_mining,0.007664400000000001
Japan / Ordinance-designed Cities,grant,both,buildings,0.007614
France / COOP DECENTRAL/MAE,grant,mitigation,finance_policy,0.0075696
Italy / Earmarked fiscal flows to religious organisations,grant,mitigation,agriculture_land_use,0.007559
"United Kingdom / Department for Business, Innovation and Skills",grant,adaptation,industry_mining,0.007545
Lithuania / Ministry of Foreign Affairs,grant,adaptation,other,0.007518400000000001
Germany / Free and Hanseatic City of Hamburg,grant,adaptation,other,0.0074004000000000006
Belgium / Flanders Official Regional Ministries,grant,mitigation,agriculture_land_use,0.0073956
Italy / Local administration - Regions and autonomous provinces,grant,both,waste,0.0072516
Norway / Norwegian Agency for Exchange Cooperation,grant,both,energy,0.007087
"United Kingdom / Department for Business, Innovation and Skills",grant,mitigation,buildings,0.0069808000000000005
Czechia / Ministry of Foreign Affairs,grant,adaptation,industry_mining,0.006848
Italy / Earmarked fiscal flows to NGOs & religious organisations,grant,both,agriculture_land_use,0.006833
Italy / Ministry of Foreign Affairs and International Cooperation,grant,adaptation,agriculture_land_use,0.006812400000000001
Luxembourg / Ministry of Foreign and European Affairs,grant,both,health,0.0067808
Italy / Local administration - Municipalities and metropolitan cities,grant,both,other,0.0067748
Spain / Comunidad Autónoma de la Región de Murcia,grant,mitigation,agriculture_land_use,0.0066744000000000005
Italy / Earmarked fiscal flows to religious organisations,grant,mitigation,education,0.006612
Germany / Federal Foreign Office,grant,adaptation,waste,0.006536400000000001
UNECE,grant,adaptation,transport,0.006512
Lithuania / Ministry of Foreign Affairs,grant,mitigation,water,0.0064892000000000005
Spain / Comunidad Autónoma de Cataluña,grant,both,health,0.006479200000000001
"United Kingdom / Department for Business, Innovation and Skills",grant,mitigation,transport,0.006453600000000001
Germany / Land Lower-Saxony,grant,mitigation,energy,0.006436400000000001
Lithuania / Ministry of Foreign Affairs,grant,adaptation,water,0.0064316
Poland / Miscellaneous,grant,adaptation,other,0.006342
Slovak Republic / Slovak Agency for International Deve (SAMRS),grant,adaptation,buildings,0.006341
Germany / Land Schleswig-Holstein,grant,both,other,0.0063008
Lithuania / Ministry of Foreign Affairs,grant,adaptation,finance_policy,0.0061548
Italy / Local administration - Municipalities and metropolitan cities,grant,mitigation,other,0.0060704
Italy / Local administration - Unspecified,grant,both,other,0.00607
Germany / Land Lower-Saxony,grant,both,finance_policy,0.006055
Norway / Norwegian Agency for Development Co-operation,grant,adaptation,water,0.006035
Switzerland / Federal Office for the Environment,grant,both,energy,0.005986
Canada / Provincial Governments and municipalities,grant,mitigation,agriculture_land_use,0.0059292
Switzerland / State Secretariat for Economic Affairs,grant,adaptation,other,0.0059056
"Ireland / Department of Agriculture, Food and the Marine",grant,adaptation,finance_policy,0.0057316
Spain / Public Universities,grant,mitigation,buildings,0.0057004
Germany / Land Saarland,grant,adaptation,energy,0.0056956
Lithuania / Ministry of Foreign Affairs,grant,mitigation,education,0.0056628
UN Economic and Social Commission for Western Asia / ESCWA - United Nations Economic and Social Commission for Western Asia,grant,adaptation,energy,0.005642
"Austria / Provincial governments, local communities",grant,mitigation,buildings,0.0056240000000000005
United Kingdom / UK-India Tech Start-up Fund,grant,both,industry_mining,0.0056048
Germany / Free and Hanseatic City of Hamburg,grant,mitigation,education,0.0054932
Germany / Land Lower-Saxony,grant,both,waste,0.0054512
"Austria / FM of Education, Science and Research",grant,both,agriculture_land_use,0.0054112000000000006
Estonia / Ministry of Foreign Affairs,grant,mitigation,agriculture_land_use,0.005408
Latvia / Ministry of Foreign Affairs,grant,adaptation,agriculture_land_use,0.005393
Norway / Norwegian Agency for Exchange Cooperation,grant,mitigation,education,0.005386
Spain / Public Universities,grant,adaptation,finance_policy,0.005298
Germany / Land Lower-Saxony,grant,both,energy,0.0052044000000000005
Finland / FinnFund,equity,mitigation,energy,0.0051904
Belgium / Flanders Official Regional Ministries,grant,both,energy,0.0051904
Hungary / Ministry of Foreign Affairs and Trade,grant,mitigation,finance_policy,0.0050996
Germany / Land North Rhine-Westphalia,grant,both,buildings,0.005042
Poland / Ministry of Foreign Affairs,grant,adaptation,water,0.0050368
Spain / Public Universities,grant,both,finance_policy,0.004941
Norway / NORFUND,grant,mitigation,education,0.004924
Germany / Federal Foreign Office,grant,both,agriculture_land_use,0.004816000000000001
UN Capital Development Fund / UNCDF,grant,adaptation,transport,0.004772200000000001
"Austria / FM of Education, Science and Research",grant,mitigation,finance_policy,0.004702400000000001
Lithuania / Ministry of Agriculture,grant,adaptation,agriculture_land_use,0.0046928000000000004
Italy / Public universities and research institutes and Italian red cross,grant,both,agriculture_land_use,0.0046766
Italy / Earmarked fiscal flows to NGOs & religious organisations,grant,adaptation,health,0.0046696
Czechia / Ministry of Foreign Affairs,grant,mitigation,education,0.0046508
Denmark / Ministry of Foreign Affairs,grant,both,industry_mining,0.0046408
"Austria / FM of Education, Science and Research",grant,both,finance_policy,0.004626
Italy / Public universities and research institutes and Italian red cross,grant,adaptation,industry_mining,0.0045976
Germany / Land Schleswig-Holstein,grant,adaptation,other,0.0045884
Lithuania / Ministry of Agriculture,grant,adaptation,other,0.004586
Czechia / Czech Development Agency,grant,mitigation,water,0.0044328
"International Centre for Genetic Engineering and Biotechnology / ICGEB Core, developmental",grant,adaptation,agriculture_land_use,0.0044088
Slovenia / Ministry of Foreign and European Affairs,grant,adaptation,water,0.004326
Germany / Free Hanseatic City of Bremen,grant,both,transport,0.004326
Slovak Republic / Slovak Agency for International Deve (SAMRS),grant,mitigation,water,0.004326
Slovenia / Ministry of Foreign and European Affairs,grant,both,transport,0.004326
Germany / Land Rhineland-Palatinate,grant,adaptation,energy,0.0043252
Poland / Ministry of Foreign Affairs,grant,adaptation,agriculture_land_use,0.004306
"Austria / FM of Education, Science and Research",grant,mitigation,agriculture_land_use,0.0043036
Hungary / Ministry of Foreign Affairs and Trade,grant,mitigation,energy,0.0042896
Romania / ROAID,grant,adaptation,transport,0.0040672
"United Kingdom / Department for Business, Innovation and Skills",grant,mitigation,industry_mining,0.0040672
Hungary / Ministry of Energy,grant,both,finance_policy,0.004030000000000001
"United Kingdom / Department for Business, Innovation and Skills",grant,mitigation,waste,0.003998000000000001
Germany / Free Hanseatic City of Bremen,grant,adaptation,agriculture_land_use,0.0039904
Germany / Land Schleswig-Holstein,grant,adaptation,agriculture_land_use,0.0039492
Luxembourg / Ministry of Foreign and European Affairs,grant,mitigation,water,0.0039152
Canada / International Development Research Centre,grant,both,finance_policy,0.0039132
Italy / Central administration,grant,adaptation,buildings,0.003894
Bezos Earth Fund,grant,adaptation,education,0.00388
Germany / Land Saarland,grant,adaptation,transport,0.00385
Italy / Local administration - Unspecified,grant,both,buildings,0.0038064
Latvia / Other ministries and institutions,grant,both,energy,0.003656
France / Ministry of Agriculture,grant,adaptation,agriculture_land_use,0.003634
Italy / Earmarked fiscal flows to NGOs & religious organisations,grant,adaptation,finance_policy,0.0036064
Slovenia / Miscellaneous,grant,both,buildings,0.0035900000000000003
Germany / Land Saarland,grant,both,industry_mining,0.0035804000000000005
Lithuania / Ministry of Foreign Affairs,grant,mitigation,energy,0.0034604000000000006
Italy / Ministry of Foreign Affairs and International Cooperation,grant,adaptation,other,0.0032440000000000004
Italy / Local administration - Unspecified,grant,adaptation,transport,0.0032440000000000004
Spain / Comunidad Autónoma de Galicia,grant,mitigation,finance_policy,0.003244
Germany / Federal Foreign Office,grant,adaptation,health,0.0032196000000000004
Spain / Public Universities,grant,adaptation,transport,0.003093
Italy / Public universities and research institutes and Italian red cross,grant,both,energy,0.0030708000000000003
Germany / Land Lower-Saxony,grant,both,water,0.0030540000000000003
Italy / Ministry of Foreign Affairs and International Cooperation,grant,mitigation,education,0.0030276
Czechia / Ministry of Foreign Affairs,grant,both,other,0.0030044000000000004
Germany / Land North Rhine-Westphalia,grant,adaptation,education,0.0029744000000000003
Italy / Local administration - Municipalities and metropolitan cities,grant,both,education,0.002922
Hungary / Ministry of Foreign Affairs and Trade,grant,mitigation,other,0.0028456
Italy / Local administration - Municipalities and metropolitan cities,grant,mitigation,buildings,0.0028364
Croatia / Croatian Bank for Reconstruction and Development,grant,both,finance_policy,0.0028272
Austria / Federal Ministry for European and International Affairs,grant,both,transport,0.0027640000000000004
"Austria / Provincial governments, local communities",grant,both,energy,0.002703
Germany / Land Schleswig-Holstein,grant,adaptation,education,0.0025512
Norway / Norwegian Agency for Exchange Cooperation,grant,mitigation,other,0.002456
